Date,Date
A2714350K,Accommodation and food services (H) ;  Total factor income: Current prices ;
A2714352R,"Transport, postal and warehousing (I) ;  Total compensation of employees: Current prices ;"
A2714353T,"Transport, postal and warehousing (I) ;  Gross operating surplus and gross mixed income: Current prices ;"
A2714354V,"Transport, postal and warehousing (I) ;  Total factor income: Current prices ;"
A2714356X,Information media and telecommunications (J) ;  Total compensation of employees: Current prices ;
A2714357A,Information media and telecommunications (J) ;  Gross operating surplus and gross mixed income: Current prices ;
A2714358C,Information media and telecommunications (J) ;  Total factor income: Current prices ;
A2714360R,Financial and insurance services (K) ;  Total compensation of employees: Current prices ;
A2714361T,Financial and insurance services (K) ;  Gross operating surplus and gross mixed income: Current prices ;
A2714362V,Financial and insurance services (K) ;  Total factor income: Current prices ;
A2714364X,"Rental, hiring and real estate services (L) ;  Total compensation of employees: Current prices ;"
A2714365A,"Rental, hiring and real estate services (L) ;  Gross operating surplus and gross mixed income: Current prices ;"
A2714366C,"Rental, hiring and real estate services (L) ;  Total factor income: Current prices ;"
A2714368J,"Professional, scientific and technical services (M) ;  Total compensation of employees: Current prices ;"
A2714369K,"Professional, scientific and technical services (M) ;  Gross operating surplus and gross mixed income: Current prices ;"
A2714370V,"Professional, scientific and technical services (M) ;  Total factor income: Current prices ;"
A2714372X,Administrative and support services (N) ;  Total compensation of employees: Current prices ;
A2714373A,Administrative and support services (N) ;  Gross operating surplus and gross mixed income: Current prices ;
A2714374C,Administrative and support services (N) ;  Total factor income: Current prices ;
A2714376J,Public administration and safety (O) ;  Total compensation of employees: Current prices ;
A2714377K,Public administration and safety (O) ;  Gross operating surplus and gross mixed income: Current prices ;
A2714378L,Public administration and safety (O) ;  Total factor income: Current prices ;
A2714380X,Education and training (P) ;  Total compensation of employees: Current prices ;
A2714381A,Education and training (P) ;  Gross operating surplus and gross mixed income: Current prices ;
A2714382C,Education and training (P) ;  Total factor income: Current prices ;
A2714384J,Health care and social assistance (Q) ;  Total compensation of employees: Current prices ;
A2714385K,Health care and social assistance (Q) ;  Gross operating surplus and gross mixed income: Current prices ;
A2714386L,Health care and social assistance (Q) ;  Total factor income: Current prices ;
A2714388T,Arts and recreation services (R) ;  Total compensation of employees: Current prices ;
A2714389V,Arts and recreation services (R) ;  Gross operating surplus and gross mixed income: Current prices ;
A2714390C,Arts and recreation services (R) ;  Total factor income: Current prices ;
A2714392J,Other services (S) ;  Total compensation of employees: Current prices ;
A2714393K,Other services (S) ;  Gross operating surplus and gross mixed income: Current prices ;
A2714394L,Other services (S) ;  Total factor income: Current prices ;
A2335320W,Ownership of dwellings ;  Gross operating surplus and gross mixed income: Current prices ;
A2335491R,Total all industries ;  Total compensation of employees: Current prices ;
A2335322A,Total all industries ;  Gross operating surplus and gross mixed income: Current prices ;
A2335494W,Total all industries ;  Total factor income: Current prices ;
A2335495X,Total all industries ;  Taxes less subsidies on production and imports: Current prices ;
A2335496A,Total all industries ;  Statistical discrepancy (I): Current prices ;
A83748444C,Total all industries ;  GROSS STATE PRODUCT: Current prices ;
A2334340L,General government ;  Final consumption expenditure: Chain Volume Measures - Revisions to Percentage Changes ;
A2334341R,Households ;  Final consumption expenditure: Chain Volume Measures - Revisions to Percentage Changes ;
A2334342T,All sectors ;  Final consumption expenditure: Chain Volume Measures - Revisions to Percentage Changes ;
A2334348F,Private ;  Gross fixed capital formation - Dwellings - Total: Chain Volume Measures - Revisions to Percentage Changes ;
A2334349J,Private ;  Gross fixed capital formation - Ownership transfer costs: Chain Volume Measures - Revisions to Percentage Changes ;
A2334344W,Private ;  Gross fixed capital formation - Non-dwelling construction - Total: Chain Volume Measures - Revisions to Percentage Changes ;
A2334343V,Private ;  Gross fixed capital formation - Machinery and equipment - Total: Chain Volume Measures - Revisions to Percentage Changes ;
A2713867J,Private ;  Gross fixed capital formation - Cultivated biological resources: Chain Volume Measures - Revisions to Percentage Changes ;
A2713901A,Private ;  Gross fixed capital formation - Intellectual property products: Chain Volume Measures - Revisions to Percentage Changes ;
A2334347C,Private ;  Gross fixed capital formation - Total private business investment: Chain Volume Measures - Revisions to Percentage Changes ;
A2334350T,Private ;  Gross fixed capital formation: Chain Volume Measures - Revisions to Percentage Changes ;
A2334351V,Public corporations ;  Gross fixed capital formation: Chain Volume Measures - Revisions to Percentage Changes ;
A2334352W,General government ;  Gross fixed capital formation: Chain Volume Measures - Revisions to Percentage Changes ;
A2334353X,Public ;  Gross fixed capital formation: Chain Volume Measures - Revisions to Percentage Changes ;
