Date,Date
A2714128W,Construction (E) ;  Industry gross value added: Chain Volume Measures - Revisions to Percentage Changes ;
A2714129X,Wholesale trade (F) ;  Industry gross value added: Chain Volume Measures - Revisions to Percentage Changes ;
A2714130J,Retail trade (G) ;  Industry gross value added: Chain Volume Measures - Revisions to Percentage Changes ;
A2714131K,Accommodation and food services (H) ;  Industry gross value added: Chain Volume Measures - Revisions to Percentage Changes ;
A2714132L,"Transport, postal and warehousing (I) ;  Industry gross value added: Chain Volume Measures - Revisions to Percentage Changes ;"
A2714133R,Information media and telecommunications (J) ;  Industry gross value added: Chain Volume Measures - Revisions to Percentage Changes ;
A2714134T,Financial and insurance services (K) ;  Industry gross value added: Chain Volume Measures - Revisions to Percentage Changes ;
A2714135V,"Rental, hiring and real estate services (L) ;  Industry gross value added: Chain Volume Measures - Revisions to Percentage Changes ;"
A2714136W,"Professional, scientific and technical services (M) ;  Industry gross value added: Chain Volume Measures - Revisions to Percentage Changes ;"
A2714137X,Administrative and support services (N) ;  Industry gross value added: Chain Volume Measures - Revisions to Percentage Changes ;
A2714138A,Public administration and safety (O) ;  Industry gross value added: Chain Volume Measures - Revisions to Percentage Changes ;
A2714139C,Education and training (P) ;  Industry gross value added: Chain Volume Measures - Revisions to Percentage Changes ;
A2714140L,Health care and social assistance (Q) ;  Industry gross value added: Chain Volume Measures - Revisions to Percentage Changes ;
A2714778X,Arts and recreation services (R) ;  Industry gross value added: Chain Volume Measures - Revisions to Percentage Changes ;
A2714779A,Other services (S) ;  Industry gross value added: Chain Volume Measures - Revisions to Percentage Changes ;
A2529269J,Ownership of dwellings ;  Industry gross value added: Chain Volume Measures - Revisions to Percentage Changes ;
A2528543V,Total all industries ;  Industry gross value added: Chain Volume Measures - Revisions to Percentage Changes ;
A2528544W,Total all industries ;  Industry gross value added - Taxes less subsidies on products: Chain Volume Measures - Revisions to Percentage Changes ;
A2528545X,Total all industries ;  Gross state product: Chain Volume Measures - Revisions to Percentage Changes ;
